id,city,fiscal_year,fy_start,estimate_basis,section,flow,head_category,head_name,head_name_raw,entity,amount_cr,amount_raw,source_pdf,page,extraction_method,confidence,note
18,ahmedabad,2023-24,2023,BE,revenue,expenditure,grant_contribution,Grant to Municipal School Board,Rs. 506.00 crore additional for primary education; full board budget Rs.1071 cr,SCHOOL_BOARD,506.0,Rs. 506.00 crore additional for primary education; full board budget Rs.1071 cr,AMC_Budget_2023-24_English (1)6444.pdf,28.0,manual_verified,high,Grant to municipal school board Rs.506.00 crore ... allocate additional Rs. 506.00 for primary education.
19,ahmedabad,2018-19,2018,BE,revenue,expenditure,grant_contribution,Grant to V.S. Hospital,Increase in grant of Sheth V S hospital Rs.51.9522 cr (AMC additional); narrative: Rs.120.90 cr spent 2017-18 incl UG hostel,VS_HOSPITAL,51.9522,Increase in grant of Sheth V S hospital Rs.51.9522 cr (AMC additional); narrative: Rs.120.90 cr spent 2017-18 incl UG hostel,AMC_Budget_2018-19_English9026.pdf,29.0,manual_verified,high,Increase in grant of Sheth V S hospital 51.9522
20,ahmedabad,2019-20,2019,BE,revenue,expenditure,grant_contribution,Grant to V.S. Hospital,Increase in grant of Sheth V S hospital Rs.104.0870 cr (AMC additional),VS_HOSPITAL,104.087,Increase in grant of Sheth V S hospital Rs.104.0870 cr (AMC additional),AMC_Budget_2019-20_English9594.pdf,26.0,manual_verified,high,Increase in grant of Sheth V S hospital 104.0870
21,ahmedabad,2020-21,2020,BE,revenue,expenditure,grant_contribution,Grant to V.S. Hospital,Increase in grant of Sheth V S hospital Rs.75.7235 cr (AMC additional),VS_HOSPITAL,75.7235,Increase in grant of Sheth V S hospital Rs.75.7235 cr (AMC additional),AMC_Budget_2020-21_English7550.pdf,26.0,manual_verified,high,Increase in grant of Sheth V S hospital 75.7235
22,ahmedabad,2023-24,2023,BE,revenue,expenditure,grant_contribution,Grant to V.S. Hospital,Grant to Sheth V S General hospital Rs.49.3131 crore (AMC additional),VS_HOSPITAL,49.3131,Grant to Sheth V S General hospital Rs.49.3131 crore (AMC additional),AMC_Budget_2023-24_English (1)6444.pdf,29.0,manual_verified,high,Grant to Sheth V S General hospital Rs.49.3131 crore
23,ahmedabad,2022-23,2022,BE,revenue,expenditure,grant_contribution,Grant to V.S. Hospital,resolution present (item 56) but increase figure not captured in summary table extract,VS_HOSPITAL,,resolution present (item 56) but increase figure not captured in summary table extract,AMC_Budget_2022-23_English2679.pdf,18.0,manual_verified,low,56. Grant to Sheth V S General hospital (figure not isolated in extracted summary)
24,ahmedabad,2018-19,2018,BE,capital,expenditure,department_support,Support to Ahmedabad Janmarg Ltd (BRTS),"Rs. 60.00 crore (BE 2018-19, Ahmedabad Janmarg Ltd / BRTS)",AJL_BRTS,60.0,"Rs. 60.00 crore (BE 2018-19, Ahmedabad Janmarg Ltd / BRTS)",AMC_Budget_2018-19_English9026.pdf,142.0,manual_verified,high,For Ahmedabad Janmarg Ltd. total Rs. 60.00 crore is expected to be spent in 2017-18 (summary block (D) AJL 65.00 -> 60.00)
25,ahmedabad,2019-20,2019,BE,capital,expenditure,department_support,Support to Ahmedabad Janmarg Ltd (BRTS),"Rs. 100.00 crore (BE 2019-20, AJL/BRTS)",AJL_BRTS,100.0,"Rs. 100.00 crore (BE 2019-20, AJL/BRTS)",AMC_Budget_2019-20_English9594.pdf,137.0,manual_verified,high,For Ahmedabad Janmarg Ltd. total Rs. 100.00 crore ... (summary block (D) AJL 130.00 -> 100.00)
26,ahmedabad,2020-21,2020,BE,capital,expenditure,department_support,Support to Ahmedabad Janmarg Ltd (BRTS),"Rs. 125.00 crore (BE 2020-21, AJL/BRTS)",AJL_BRTS,125.0,"Rs. 125.00 crore (BE 2020-21, AJL/BRTS)",AMC_Budget_2020-21_English7550.pdf,129.0,manual_verified,high,For Ahmedabad Janmarg Ltd. total Rs. 125.00 crore ... (summary block (D) AJL 101.25 -> 125.00)
27,ahmedabad,2022-23,2022,BE,capital,expenditure,department_support,Support to Ahmedabad Janmarg Ltd (BRTS),"Rs. 90.00 crore (BE 2022-23, AJL/BRTS)",AJL_BRTS,90.0,"Rs. 90.00 crore (BE 2022-23, AJL/BRTS)",AMC_Budget_2022-23_English2679.pdf,130.0,manual_verified,high,For Ahmedabad Janmarg Ltd. total Rs. 90.00 crore ... (summary block (D) AJL 110.00 -> 90.00)
28,ahmedabad,2023-24,2023,BE,capital,expenditure,department_support,Support to Ahmedabad Janmarg Ltd (BRTS),"Rs. 143.00 crore (BE 2023-24, AJL/BRTS)",AJL_BRTS,143.0,"Rs. 143.00 crore (BE 2023-24, AJL/BRTS)",AMC_Budget_2023-24_English (1)6444.pdf,173.0,manual_verified,high,For Ahmedabad Janmarg Ltd. total Rs. 143.00 crore ... (summary block (D) AJL 100.00 -> 143.00)
29,ahmedabad,2018-19,2018,BE,capital,expenditure,capital_works,Sabarmati Riverfront (SRFDCL),"Rs. 195.00 crore (BE 2018-19, Sabarmati Riverfront Development)",SRFDCL,195.0,"Rs. 195.00 crore (BE 2018-19, Sabarmati Riverfront Development)",AMC_Budget_2018-19_English9026.pdf,158.0,manual_verified,high,For Sabarmati Riverfront Development Rs. 195.00 crore is expected to be spent ... (summary (C) 203.00 -> 195.00)
30,ahmedabad,2019-20,2019,BE,capital,expenditure,capital_works,Sabarmati Riverfront (SRFDCL),Rs. 160.00 crore (BE 2019-20),SRFDCL,160.0,Rs. 160.00 crore (BE 2019-20),AMC_Budget_2019-20_English9594.pdf,154.0,manual_verified,high,For Sabarmati Riverfront Development Rs. 160.00 crore ... (summary (C) 201.00 -> 160.00)
31,ahmedabad,2020-21,2020,BE,capital,expenditure,capital_works,Sabarmati Riverfront (SRFDCL),Rs. 130.00 crore (BE 2020-21),SRFDCL,130.0,Rs. 130.00 crore (BE 2020-21),AMC_Budget_2020-21_English7550.pdf,148.0,manual_verified,high,For Sabarmati Riverfront Development Rs. 130.00 crore ... (summary (C) 152.75 -> 130.00)
32,ahmedabad,2022-23,2022,BE,capital,expenditure,capital_works,Sabarmati Riverfront (SRFDCL),Rs. 84.00 crore (BE 2022-23),SRFDCL,84.0,Rs. 84.00 crore (BE 2022-23),AMC_Budget_2022-23_English2679.pdf,148.0,manual_verified,high,For Sabarmati Riverfront Development Rs. 84.00 crore is expected to be spent in 2021-22 ... (summary (C) 150.00 -> 84.00)
33,ahmedabad,2023-24,2023,BE,capital,expenditure,capital_works,Sabarmati Riverfront (SRFDCL),Rs. 160.00 crore (BE 2023-24); note next-year summary shows 160.00 -> 222.00,SRFDCL,160.0,Rs. 160.00 crore (BE 2023-24); note next-year summary shows 160.00 -> 222.00,AMC_Budget_2023-24_English (1)6444.pdf,188.0,manual_verified,high,For Sabarmati Riverfront Development Rs. 160.00 crore is expected to be spent in 2022-23 ... (summary (C) 90.00 -> 160.00)
34,ahmedabad,2018-19,2018,BE,revenue,expenditure,maintenance,Parks & gardens,"code 601 PARKS AND GARDENS row (lakh): 140.50 140.50 140.50 93.56 96.61 109.00 127.00 — interpretation uncertain; revenue head ~Rs.18.59 cr (1859.22 lakh, capital+revenue blocks)",PARKS,18.5922,"code 601 PARKS AND GARDENS row (lakh): 140.50 140.50 140.50 93.56 96.61 109.00 127.00 — interpretation uncertain; revenue head ~Rs.18.59 cr (1859.22 lakh, capital+revenue blocks)",AMC_Budget_2018-19_English9026.pdf,269.0,manual_verified,low,601 PARKS AND GARDENS 2166.46 2216.46 2216.46 1993.77 1771.15 1835.48 1859.22
35,ahmedabad,2022-23,2022,actual,revenue,expenditure,maintenance,Parks & gardens,narrative: Rs.19.50 cr for gardens (cross-year); code 601 row total 228.00... lakh blocks,PARKS,19.5,narrative: Rs.19.50 cr for gardens (cross-year); code 601 row total 228.00... lakh blocks,AMC_Budget_2022-23_English2679.pdf,,manual_verified,medium,for gardens in 2021-22 Rs.25.25 crore is expected to be spent. In 2022-23 [Rs.19.50 cr]
36,ahmedabad,2023-24,2023,BE,revenue,expenditure,maintenance,Parks & gardens,narrative references Rs.19.50 cr spent 2022-23; budget-year figure not cleanly isolated; code 601 row = 498.00 lakh capital,PARKS,,narrative references Rs.19.50 cr spent 2022-23; budget-year figure not cleanly isolated; code 601 row = 498.00 lakh capital,AMC_Budget_2023-24_English (1)6444.pdf,251.0,manual_verified,low,601 PARKS AND GARDENS 498.00 39.02 43.19 228.00 250.45 498.00 498.00
37,ahmedabad,2024-25,2024,BE,revenue,expenditure,department_support,AMTS total budget,641.5,AMTS,641.5,641.5,,,text,medium,Gujarat Samachar (AMTS 2025-26 draft-budget report)
38,ahmedabad,2024-25,2024,BE,capital,expenditure,department_support,AMC deficit-loan to AMTS,410.0,AMTS,410.0,410.0,,,text,medium,Gujarat Samachar (AMTS 2025-26 draft-budget report)
39,ahmedabad,2025-26,2025,BE,revenue,income,non_tax_revenue,AMTS income — cm urban bus transportation scheme,130.0,AMTS,130.0,130.0,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
40,ahmedabad,2025-26,2025,BE,revenue,income,non_tax_revenue,AMTS income — auda contribution,15.0,AMTS,15.0,15.0,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
41,ahmedabad,2025-26,2025,BE,revenue,income,non_tax_revenue,AMTS income — farebox plus ads derived,93.0,AMTS,93.0,93.0,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
42,ahmedabad,2025-26,2025,BE,revenue,expenditure,establishment,AMTS expenditure — salary pension establishment,348.0,AMTS,348.0,348.0,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
43,ahmedabad,2025-26,2025,BE,revenue,income,non_tax_revenue,AMTS total income,238.0,AMTS,238.0,238.0,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
44,ahmedabad,2025-26,2025,BE,capital,expenditure,department_support,AMC deficit-loan to AMTS,437.0,AMTS,437.0,437.0,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
45,ahmedabad,2025-26,2025,BE,capital,expenditure,loan_charges,AMTS accumulated debt,4620.77,AMTS,4620.77,4620.77,,,text,medium,Gujarat Samachar (Rs 682 cr draft; debt Rs 4620.77 cr); Knocksense (Rs 705 cr approved; concessions; fleet)
46,ahmedabad,2026-27,2026,BE,revenue,income,non_tax_revenue,AMTS income — amc municipal support,100.0,AMTS,100.0,100.0,,,text,medium,"DeshGujarat 2026-01-29 (Rs 991 cr budget; fully-electric-AC-by-2030); Gujarat Samachar (debt Rs 5,092 cr)"
47,ahmedabad,2026-27,2026,BE,revenue,income,non_tax_revenue,AMTS income — anticipated loan,600.0,AMTS,600.0,600.0,,,text,medium,"DeshGujarat 2026-01-29 (Rs 991 cr budget; fully-electric-AC-by-2030); Gujarat Samachar (debt Rs 5,092 cr)"
48,ahmedabad,2026-27,2026,BE,revenue,expenditure,establishment,AMTS expenditure — salary pension,347.0,AMTS,347.0,347.0,,,text,medium,"DeshGujarat 2026-01-29 (Rs 991 cr budget; fully-electric-AC-by-2030); Gujarat Samachar (debt Rs 5,092 cr)"
49,ahmedabad,2026-27,2026,BE,revenue,income,non_tax_revenue,AMTS total income,358.0,AMTS,358.0,358.0,,,text,medium,"DeshGujarat 2026-01-29 (Rs 991 cr budget; fully-electric-AC-by-2030); Gujarat Samachar (debt Rs 5,092 cr)"
50,ahmedabad,2026-27,2026,BE,revenue,expenditure,department_support,AMTS total budget,991.0,AMTS,991.0,991.0,,,text,medium,"DeshGujarat 2026-01-29 (Rs 991 cr budget; fully-electric-AC-by-2030); Gujarat Samachar (debt Rs 5,092 cr)"
51,ahmedabad,2026-27,2026,BE,capital,expenditure,loan_charges,AMTS accumulated debt,5092.0,AMTS,5092.0,5092.0,,,text,medium,"DeshGujarat 2026-01-29 (Rs 991 cr budget; fully-electric-AC-by-2030); Gujarat Samachar (debt Rs 5,092 cr)"
52,ahmedabad,2023-24,2023,actual,capital,expenditure,loan_charges,AMTS cumulative AMC subsidy-loans,4322.9,AMTS,4322.9,4322.9,,,manual_verified,high,AMC Finance Dept Audited Balance Sheet as on 31-03-2024 (filed with NSE; copy in twenty27 data/external/ahmedabad-transit/AMC-audited-balance-sheet-2023-24.pdf)
53,ahmedabad,2023-24,2023,actual,capital,expenditure,loan_charges,AJL BRTS capex loan (cumulative),979.84,AJL_BRTS,979.84,979.84,,,manual_verified,high,AMC Finance Dept Audited Balance Sheet as on 31-03-2024 (filed with NSE; copy in twenty27 data/external/ahmedabad-transit/AMC-audited-balance-sheet-2023-24.pdf)
54,ahmedabad,2023-24,2023,actual,capital,expenditure,loan_charges,AJL operating-gap loan (cumulative),797.82,AJL_BRTS,797.82,797.82,,,manual_verified,high,AMC Finance Dept Audited Balance Sheet as on 31-03-2024 (filed with NSE; copy in twenty27 data/external/ahmedabad-transit/AMC-audited-balance-sheet-2023-24.pdf)
55,ahmedabad,2005-06,2005,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS=420000 rupee-thousands/10000; MJ=28323/10000; prop-tax 15302.97L & total 87528.28L(revised) /100; no single riverfront line,AMTS,42.0,AMTS=420000 rupee-thousands/10000; MJ=28323/10000; prop-tax 15302.97L & total 87528.28L(revised) /100; no single riverfront line,,165.0,manual_verified,high,AMTS=420000 rupee-thousands/10000; MJ=28323/10000; prop-tax 15302.97L & total 87528.28L(revised) /100; no single riverfront line
56,ahmedabad,2005-06,2005,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,2.83,,,,manual_verified,high,
57,ahmedabad,2005-06,2005,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,153.03,general_tax_BE,,,manual_verified,high,general_tax_BE
58,ahmedabad,2005-06,2005,BE,revenue,,total,Total revenue budget,,,875.28,,,,manual_verified,high,
59,ahmedabad,2006-07,2006,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified vs 2007-08 prior col; total revised 103660.89L,AMTS,47.0,AMTS chain-verified vs 2007-08 prior col; total revised 103660.89L,,167.0,manual_verified,high,AMTS chain-verified vs 2007-08 prior col; total revised 103660.89L
60,ahmedabad,2006-07,2006,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,3.37,,,,manual_verified,high,
61,ahmedabad,2006-07,2006,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,186.57,general_tax_BE,,,manual_verified,high,general_tax_BE
62,ahmedabad,2006-07,2006,BE,revenue,,total,Total revenue budget,,,1036.61,,,,manual_verified,high,
63,ahmedabad,2007-08,2007,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; prop-tax general-tax row glyph-merged -> unverified; total revised 137873.50L,AMTS,73.89,AMTS chain-verified; prop-tax general-tax row glyph-merged -> unverified; total revised 137873.50L,,183.0,manual_verified,high,AMTS chain-verified; prop-tax general-tax row glyph-merged -> unverified; total revised 137873.50L
64,ahmedabad,2007-08,2007,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,4.14,,,,manual_verified,high,
65,ahmedabad,2007-08,2007,BE,revenue,,total,Total revenue budget,,,1378.74,,,,manual_verified,high,
66,ahmedabad,2008-09,2008,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; prop-tax row glyph-merged -> unverified; total revised 173494.99L,AMTS,105.08,AMTS chain-verified; prop-tax row glyph-merged -> unverified; total revised 173494.99L,,202.0,manual_verified,high,AMTS chain-verified; prop-tax row glyph-merged -> unverified; total revised 173494.99L
67,ahmedabad,2008-09,2008,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,4.64,,,,manual_verified,high,
68,ahmedabad,2008-09,2008,BE,revenue,,total,Total revenue budget,,,1734.95,,,,manual_verified,high,
69,ahmedabad,2009-10,2009,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; general tax 40850.21L(revised); total BE 205330.53L,AMTS,140.73,AMTS chain-verified; general tax 40850.21L(revised); total BE 205330.53L,,193.0,manual_verified,high,AMTS chain-verified; general tax 40850.21L(revised); total BE 205330.53L
70,ahmedabad,2009-10,2009,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,4.67,,,,manual_verified,high,
71,ahmedabad,2009-10,2009,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,408.5,general_tax_BE,,,manual_verified,high,general_tax_BE
72,ahmedabad,2009-10,2009,BE,revenue,,total,Total revenue budget,,,2053.31,,,,manual_verified,high,
73,ahmedabad,2010-11,2010,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified vs 2011-12 prior col; general tax 43688.00L; total BE 232707.10L,AMTS,140.84,AMTS chain-verified vs 2011-12 prior col; general tax 43688.00L; total BE 232707.10L,,210.0,manual_verified,high,AMTS chain-verified vs 2011-12 prior col; general tax 43688.00L; total BE 232707.10L
74,ahmedabad,2010-11,2010,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,5.93,,,,manual_verified,high,
75,ahmedabad,2010-11,2010,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,436.88,general_tax_BE,,,manual_verified,high,general_tax_BE
76,ahmedabad,2010-11,2010,BE,revenue,,total,Total revenue budget,,,2327.07,,,,manual_verified,high,
77,ahmedabad,2011-12,2011,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),format-transition yr; AMTS main-budget col=110cr (a higher revised/proposed col 185.44 also present); prop-tax 46500L(revised); total BE 259723.50L,AMTS,110.0,format-transition yr; AMTS main-budget col=110cr (a higher revised/proposed col 185.44 also present); prop-tax 46500L(revised); total BE 259723.50L,,220.0,manual_verified,medium,format-transition yr; AMTS main-budget col=110cr (a higher revised/proposed col 185.44 also present); prop-tax 46500L(revised); total BE 259723.50L
78,ahmedabad,2011-12,2011,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,3.5,,,,manual_verified,medium,
79,ahmedabad,2011-12,2011,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,465.0,general_tax_BE,,,manual_verified,medium,general_tax_BE
80,ahmedabad,2011-12,2011,BE,revenue,,total,Total revenue budget,,,2597.24,,,,manual_verified,medium,
81,ahmedabad,2012-13,2012,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),format-transition yr; AMTS=185.44cr (dual-BE-col ambiguity); general tax 45148.70L(revised); total BE 276455.00L,AMTS,185.44,format-transition yr; AMTS=185.44cr (dual-BE-col ambiguity); general tax 45148.70L(revised); total BE 276455.00L,,239.0,manual_verified,medium,format-transition yr; AMTS=185.44cr (dual-BE-col ambiguity); general tax 45148.70L(revised); total BE 276455.00L
82,ahmedabad,2012-13,2012,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,6.86,,,,manual_verified,medium,
83,ahmedabad,2012-13,2012,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,451.49,general_tax_BE,,,manual_verified,medium,general_tax_BE
84,ahmedabad,2012-13,2012,BE,revenue,,total,Total revenue budget,,,2764.55,,,,manual_verified,medium,
85,ahmedabad,2013-14,2013,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),ANCHOR 190cr OK; prop-tax = general+other-direct 312.16cr (post-octroi base reset); total-rev BE 2239.68 / revised 2142.12,AMTS,190.0,ANCHOR 190cr OK; prop-tax = general+other-direct 312.16cr (post-octroi base reset); total-rev BE 2239.68 / revised 2142.12,,284.0,manual_verified,high,ANCHOR 190cr OK; prop-tax = general+other-direct 312.16cr (post-octroi base reset); total-rev BE 2239.68 / revised 2142.12
86,ahmedabad,2013-14,2013,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,4.0,,,,manual_verified,high,
