year,code,head,page,dept,dept_name,raw_line
2012-13,DEPT381,DEPT TOTAL,181,381,"Z:TF4 U,LVM4 O]85FY G]\  S],245255 327324 452100 311200 6021","381 Z:TF4 U,LVM4 O]85FY G]\  S],245255 327324 452100 311200 602100 602100602100"
2012-13,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),185,609,h],"0 1 30 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS5 555"
2012-13,10301,"VEHICLE TAX (rev inc, dept 381)",189,803,V[gÊMRD[g8 BFT]\,ËŠðË ‚Útt «tu„út{™t ¾[o 4886.83 6555.72 10301.00 11089.66 15592.54 15812.54 15812.54
2012-13,DEPT371,DEPT TOTAL,211,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S],383367 479279 74529","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S],383367 479279 745291 729049 767382 767382767382"
2012-13,38401,ROADS STREETS AND PAVEMENTS (rev exp),211,381,"Z:TF4 U,LVM4 O]85FY","36154 36760 44750 38401 Z:TF U,LVM TYF O}85FY55650 52000 5200052000"
2012-13,38407,FOOT-PATH PAVEMENTS (rev exp),211,381,"Z:TF4 U,LVM4 O]85FY",2141 4199 4000 38407 O}85FY s5[JD[g8f7100 5000 50005000
2012-13,38413,POLE PAVEMENTS (rev exp),211,381,"Z:TF4 U,LVM4 O]85FY",710 1166 1900 38413 5M/ 5[JD[g82000 3200 32003200
2012-13,DEPT381,DEPT TOTAL,212,381,"Z:TF4 U,LVM4 O]85FY G]\  S],205240 229744 176998 248139 2682","381 Z:TF4 U,LVM4 O]85FY G]\  S],205240 229744 176998 248139 268238 268238267738"
2012-13,DEPT382,DEPT TOTAL,212,382,"5],M G]\  S],6 5 000 000","382 5],M G]\  S],6 5 000 000"
2012-13,DEPT371,DEPT TOTAL,237,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S],535811 461484 21244","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S],535811 461484 2124423 636813 1615036 16150361149454"
2012-13,64401,ROADS AND STREETS RESURFACING (capex),237,381,"Z:TF4 U,LVM4 O]85FY","433441 167334 100000 64401 Z:TF4 U,L v ZL;ZO[.;ÄU45329 105000 10500050000"
2012-13,64406,ROADS AND STREETS - GENERAL (capex),237,381,"Z:TF4 U,LVM4 O]85FY","119991 135327 200719 64406 Z:TF4 U,L4 HGZ,700171 642753 642753582753"
2012-13,64414,TRAFFIC CONTROL BLOCK (capex),237,381,"Z:TF4 U,LVM4 O]85FY","6277 15295 6413 64414 8=FOLS Sg8=M, a,MÉ;32000 54247 5424744247"
2012-13,DEPT381,DEPT TOTAL,238,381,"Z:TF4 U,LVM4 O]85FY G]\  S],565741 322021 808100 326132 9700","381 Z:TF4 U,LVM4 O]85FY G]\  S],565741 322021 808100 326132 970000 970000845000"
2012-13,64402,OTHER BRIDGES (capex),238,382,"5],M","319291 200884 50000 64402 VgI 5],924250 631500 631500330000"
2012-13,DEPT382,DEPT TOTAL,238,382,"5],M G]\  S],319291 200884 924250 50000 631500 631500330000","382 5],M G]\  S],319291 200884 924250 50000 631500 631500330000"
2012-13,64401,ROADS AND STREETS RESURFACING (capex),242,962,"hMG, S[5L8, JS"";","797316 598177 748800 64401 Z:TF4 U,L v ZL;ZO[.;ÄU833809 920342 920342860342"
2012-13,64406,ROADS AND STREETS - GENERAL (capex),242,962,"hMG, S[5L8, JS"";","356633 354563 381607 64406 Z:TF4 U,L4 HGZ,801445 525395 525395525395"
2012-13,64407,FOOTPATH AND PAVEMENTS (capex),242,962,"hMG, S[5L8, JS"";",99702 142681 124611 64407 O]85FY4 5[JD[g8249529 223629 223629223629
2012-13,64414,TRAFFIC CONTROL BLOCK (capex),242,962,"hMG, S[5L8, JS"";","460 0 0 64414 8=FOLS Sg8=M, a,MÉ;1000 000"
2012-13,DEPT962,DEPT TOTAL,242,962,"hMG, S[5L8, JS""; G]\  S],1997465 2236985 4052000 2290227 382","962 hMG, S[5L8, JS""; G]\  S],1997465 2236985 4052000 2290227 3820000 38200003550000"
2012-13,DEPT963,DEPT TOTAL,242,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S],0 0 455 500 000","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S],0 0 455 500 000"
2012-13,64402,OTHER BRIDGES (capex),242,964,8[1F O|L AMg0vZ__#,"22424 0 0 64402 VgI 5],0 000"
2012-13,DEPT964,DEPT TOTAL,242,964,"8[1F O|L AMg0vZ__# G]\  S],22424 0 0 0 000","964 8[1F O|L AMg0vZ__# G]\  S],22424 0 0 0 000"
2012-13,64402,OTHER BRIDGES (capex),242,966,8[1F O|L AMg0vZ__$,"80786 71637 50000 64402 VgI 5],60167 10000 1000010000"
2012-13,64406,ROADS AND STREETS - GENERAL (capex),243,966,8[1F O|L AMg0vZ__$,"255617 24 28868 64406 Z:TF4 U,L4 HGZ,0 5000 50005000"
2012-13,64407,FOOTPATH AND PAVEMENTS (capex),243,966,8[1F O|L AMg0vZ__$,4068 0 0 64407 O]85FY4 5[JD[g80 000
2012-13,DEPT966,DEPT TOTAL,243,966,"8[1F O|L AMg0vZ__$ G]\  S],340471 71661 60167 78868 15000 15","966 8[1F O|L AMg0vZ__$ G]\  S],340471 71661 60167 78868 15000 1500015000"
2012-13,64402,OTHER BRIDGES (capex),243,967,H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8,"198459 204460 200000 64402 VgI 5],120000 26000 2600026000"
2012-13,DEPT967,DEPT TOTAL,243,967,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S],5375665 4558263 72000","967 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S],5375665 4558263 7200000 4258069 4830000 48300004830000"
2012-13,64401,ROADS AND STREETS RESURFACING (capex),244,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","0 168838 140000 64401 Z:TF4 U,L v ZL;ZO[.;ÄU200000 000"
2012-13,64402,OTHER BRIDGES (capex),244,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","0 543395 300000 64402 VgI 5],1700000 700000 700000700000"
2012-13,64406,ROADS AND STREETS - GENERAL (capex),244,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","0 28962 1300000 64406 Z:TF4 U,L4 HGZ,0 1700000 17000001700000"
2012-13,64407,FOOTPATH AND PAVEMENTS (capex),244,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF",0 0 3500 64407 O]85FY4 5[JD[g80 000
2012-13,64414,TRAFFIC CONTROL BLOCK (capex),244,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","0 202 10000 64414 8=FOLS Sg8=M, a,MÉ;50000 000"
2012-13,DEPT968,DEPT TOTAL,244,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF G]\  S],0 2381689 57","968 :JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF G]\  S],0 2381689 5750000 3978314 5000000 50000005000000"
2012-13,DEPT969,DEPT TOTAL,244,969,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S],0 000 1500000 15000","969 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S],0 000 1500000 15000001500000"
2012-13,86244,40% PUBLIC CONTRIB FOR ROADS (cap inc),247,381,"Z:TF4 U,LVM4 O]85FY","1724 2450 3000 86244 $_@GF BR["" Z:TF SZJF2000 3000 30003000"
2012-13,DEPT381,DEPT TOTAL,247,381,"Z:TF4 U,LVM4 O]85FY G]\  S],2371 3669 5625 5900 6725 6725672","381 Z:TF4 U,LVM4 O]85FY G]\  S],2371 3669 5625 5900 6725 67256725"
2012-13,DEPT967,DEPT TOTAL,248,967,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S],4413460 2041396 27895","967 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S],4413460 2041396 2789508 2445000 2125700 21257002125700"
2012-13,DEPT969,DEPT TOTAL,248,969,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S],0 000 750000 750000","969 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S],0 000 750000 750000750000"
2013-14,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),210,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","0.20 0.28 0.50 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 5.000.50 5.00"
2013-14,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),215,351,Z:TF ;FO SZJF,"65.68 236.85 0.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0.00350.00 0.00"
2013-14,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),215,352,XC[ZGF SRZM p5F0JF v ;MPJ[PDP,"38.23 45.48 295.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 300.00350.00 300.00"
2013-14,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),216,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","59.19 193.81 200.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 220.0020.00 220.00"
2013-14,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),216,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","2142.73 1690.35 1699.12 23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 1899.83800.00 1899.83"
2013-14,DEPT371,DEPT TOTAL,216,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 2533.682922.76 303","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 2533.682922.76 3033.20 1581.55 2280.07 2533.68"
2013-14,10301,"VEHICLE TAX (rev inc, dept 381)",216,381,"Z:TF4 U,LVM4 O]85FY",2532.82 3000.08 3637.64 10301 JFCG 8[Ù 5000.005000.00 4850.00
2013-14,13423,ROAD CUT RESTORATION CHARGES (rev inc),216,381,"Z:TF4 U,LVM4 O]85FY",734.51 830.00 1800.00 13423 Z:TF S5FT 5]Go :YF5G OL 1200.001000.00 1200.00
2013-14,DEPT381,DEPT TOTAL,216,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 6221.003273.24 6338.32 6021.00 ","381 Z:TF4 U,LVM4 O]85FY G]\  S], 6221.003273.24 6338.32 6021.00 5452.64 6071.00"
2013-14,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),221,609,h],"0.01 0.25 0.05 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0.050.05 0.05"
2013-14,DEPT371,DEPT TOTAL,251,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 7998.364792.79 559","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 7998.364792.79 5594.52 7673.82 8294.13 8148.36"
2013-14,38401,ROADS STREETS AND PAVEMENTS (rev exp),251,381,"Z:TF4 U,LVM4 O]85FY","367.60 572.49 616.50 38401 Z:TF U,LVM TYF O}85FY 635.00520.00 635.00"
2013-14,38407,FOOT-PATH PAVEMENTS (rev exp),251,381,"Z:TF4 U,LVM4 O]85FY",41.99 44.73 63.65 38407 O}85FY s5[JD[g8f 77.0050.00 77.00
2013-14,38413,POLE PAVEMENTS (rev exp),251,381,"Z:TF4 U,LVM4 O]85FY",11.66 16.04 26.00 38413 5M/ 5[JD[g8 34.5032.00 34.50
2013-14,DEPT381,DEPT TOTAL,251,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 3381.462297.44 2682.49 2682.38 ","381 Z:TF4 U,LVM4 O]85FY G]\  S], 3381.462297.44 2682.49 2682.38 3194.83 3381.46"
2013-14,DEPT382,DEPT TOTAL,252,382,"5],M G]\  S], 0.000.00 0.00 0.00 0.00 0.00","382 5],M G]\  S], 0.000.00 0.00 0.00 0.00 0.00"
2013-14,DEPT371,DEPT TOTAL,282,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 5991.464614.84 292","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 5991.464614.84 2920.95 16150.36 4954.00 12176.46"
2013-14,64401,ROADS AND STREETS RESURFACING (capex),282,381,"Z:TF4 U,LVM4 O]85FY","1673.34 327.85 60.00 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 100.001050.00 400.00"
2013-14,64406,ROADS AND STREETS - GENERAL (capex),282,381,"Z:TF4 U,LVM4 O]85FY","1353.27 616.20 1150.00 64406 Z:TF4 U,L4 HGZ, 4665.006427.53 7165.00"
2013-14,64414,TRAFFIC CONTROL BLOCK (capex),282,381,"Z:TF4 U,LVM4 O]85FY","152.95 87.46 100.00 64414 8=FOLS Sg8=M, a,MÉ; 100.00542.47 100.00"
2013-14,64452,70:20:10 SCHEME ROAD IN SOC (capex),283,381,"Z:TF4 U,LVM4 O]85FY","0.00 0.00 14600.00 64452 *_oZ_o!_ IMHGF C[9/ ;M;FI8LVMDF\  ZM0GL ;]lJWF VF5JF VT\U""T BR"" 1223.000.00 1223.00"
2013-14,DEPT381,DEPT TOTAL,283,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 6223.003220.21 1108.98 9700.00 ","381 Z:TF4 U,LVM4 O]85FY G]\  S], 6223.003220.21 1108.98 9700.00 16300.00 10023.00"
2013-14,64402,OTHER BRIDGES (capex),283,382,"5],M","2008.84 392.41 500.00 64402 VgI 5], 6500.006315.00 7500.00"
2013-14,DEPT382,DEPT TOTAL,283,382,"5],M G]\  S], 6500.002008.84 392.41 6315.00 500.00 7500.00","382 5],M G]\  S], 6500.002008.84 392.41 6315.00 500.00 7500.00"
2013-14,64401,ROADS AND STREETS RESURFACING (capex),287,962,"hMG, S[5L8, JS"";","5981.77 5924.10 7273.74 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 9623.199203.42 11498.19"
2013-14,64406,ROADS AND STREETS - GENERAL (capex),287,962,"hMG, S[5L8, JS"";","3545.63 3006.32 3922.29 64406 Z:TF4 U,L4 HGZ, 5103.865253.95 5103.86"
2013-14,64407,FOOTPATH AND PAVEMENTS (capex),288,962,"hMG, S[5L8, JS"";",1426.81 987.38 1952.46 64407 O]85FY4 5[JD[g8 2348.702236.29 2348.70
2013-14,64414,TRAFFIC CONTROL BLOCK (capex),288,962,"hMG, S[5L8, JS"";","0.00 0.00 0.00 64414 8=FOLS Sg8=M, a,MÉ; 5.000.00 5.00"
2013-14,DEPT962,DEPT TOTAL,288,962,"hMG, S[5L8, JS""; G]\  S], 35200.0022369.85 17705.43 38200.00","962 hMG, S[5L8, JS""; G]\  S], 35200.0022369.85 17705.43 38200.00 23600.00 37700.00"
2013-14,64402,OTHER BRIDGES (capex),288,964,8[1F O|L AMg0vZ__#,"0.00 0.00 0.00 64402 VgI 5], 0.000.00 0.00"
2013-14,DEPT964,DEPT TOTAL,288,964,"8[1F O|L AMg0vZ__# G]\  S], 0.000.00 0.00 0.00 0.00 0.00","964 8[1F O|L AMg0vZ__# G]\  S], 0.000.00 0.00 0.00 0.00 0.00"
2013-14,64402,OTHER BRIDGES (capex),288,966,8[1F O|L AMg0vZ__$,"716.37 -169.03 0.00 64402 VgI 5], 0.00100.00 0.00"
2013-14,64406,ROADS AND STREETS - GENERAL (capex),288,966,8[1F O|L AMg0vZ__$,"0.24 154.57 0.00 64406 Z:TF4 U,L4 HGZ, 0.0050.00 0.00"
2013-14,64407,FOOTPATH AND PAVEMENTS (capex),288,966,8[1F O|L AMg0vZ__$,0.00 0.00 0.00 64407 O]85FY4 5[JD[g8 0.000.00 0.00
2013-14,DEPT966,DEPT TOTAL,288,966,"8[1F O|L AMg0vZ__$ G]\  S], 0.00716.61 -14.46 150.00 0.00 0.","966 8[1F O|L AMg0vZ__$ G]\  S], 0.00716.61 -14.46 150.00 0.00 0.00"
2013-14,64402,OTHER BRIDGES (capex),289,967,H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8,"2044.60 695.82 260.00 64402 VgI 5], 100.00260.00 100.00"
2013-14,DEPT967,DEPT TOTAL,289,967,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S], 37500.0045582.63 410","967 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S], 37500.0045582.63 41070.90 48300.00 35000.00 37500.00"
2013-14,64401,ROADS AND STREETS RESURFACING (capex),290,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","1688.38 1940.66 1600.00 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 500.000.00 500.00"
2013-14,64402,OTHER BRIDGES (capex),290,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","5433.95 1153.36 2899.00 64402 VgI 5], 5000.007000.00 5000.00"
2013-14,64406,ROADS AND STREETS - GENERAL (capex),290,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","289.62 2979.07 12017.06 64406 Z:TF4 U,L4 HGZ, 9932.8317000.00 9932.83"
2013-14,64407,FOOTPATH AND PAVEMENTS (capex),290,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF",0.00 8.33 25.00 64407 O]85FY4 5[JD[g8 10.000.00 10.00
2013-14,64414,TRAFFIC CONTROL BLOCK (capex),290,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF","2.02 0.52 1037.94 64414 8=FOLS Sg8=M, a,MÉ; 1000.000.00 1000.00"
2013-14,64453,R.C.C. ROAD (capex),290,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF",0.00 0.00 0.00 64453 VFZP;LP;LP ZM0 5000.000.00 5000.00
2013-14,DEPT968,DEPT TOTAL,291,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF G]\  S], 60000.00238","968 :JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF G]\  S], 60000.0023816.89 16079.41 50000.00 45825.00 60000.00"
2013-14,DEPT969,DEPT TOTAL,291,969,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S], 20000.000.00 0.00 ","969 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S], 20000.000.00 0.00 15000.00 0.00 20000.00"
2013-14,DEPT968,DEPT TOTAL,292,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF G]\  S], 60000.00238","968 :JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF G]\  S], 60000.0023816.89 16079.41 50000.00 45825.00 60000.00"
2013-14,DEPT969,DEPT TOTAL,292,969,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S], 20000.000.00 0.00 ","969 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S], 20000.000.00 0.00 15000.00 0.00 20000.00"
2013-14,86244,40% PUBLIC CONTRIB FOR ROADS (cap inc),296,381,"Z:TF4 U,LVM4 O]85FY","24.50 54.91 200.00 86244 $_@GF BR["" Z:TF SZJF 100.0030.00 100.00"
2013-14,86269,70:20:10 SCHEME ROAD CONTRIB (cap inc),296,381,"Z:TF4 U,LVM4 O]85FY","0.00 0.00 3500.00 86269 *_oZ_o!_ IMHGF C[9/ ;M;FI8LVMDF\  ZM0GL ;]lJWF VF5JF VT\U""T"
2013-14,DEPT381,DEPT TOTAL,296,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 726.0036.69 66.70 67.25 3971.00","381 Z:TF4 U,LVM4 O]85FY G]\  S], 726.0036.69 66.70 67.25 3971.00 726.00"
2013-14,DEPT967,DEPT TOTAL,297,967,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S], 6236.6320413.96 1434","967 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8 G]\  S], 6236.6320413.96 14346.57 21257.00 25695.98 6236.63"
2013-14,DEPT969,DEPT TOTAL,297,969,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S], 10000.000.00 0.00 ","969 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8vZ G]\  S], 10000.000.00 0.00 7500.00 0.00 10000.00"
2014-15,DEPT371,DEPT TOTAL,60,371,CHECK ANGIO 2000 3000,371 CHECK ANGIO 2000 3000
2014-15,DEPT381,DEPT TOTAL,60,381,SUBCLA VIAN ANGIO 2250 3000,381 SUBCLA VIAN ANGIO 2250 3000
2014-15,DEPT382,DEPT TOTAL,60,382,SNRT 6000 8000,382 SNRT 6000 8000
2014-15,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),260,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","0.28 0.02 5.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 5.005.00 5.00 5.00"
2014-15,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),264,304,SMdI]GLS[XG  lJEFU,"0.00 0.00 0.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 1.000.00 1.00 1.00"
2014-15,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),265,351,Z:TF ;FO SZJF,"236.85 0.00 0.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0.000.00 0.00 0.00"
2014-15,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),265,352,XC[ZGF SRZM p5F0JF v ;MPJ[PDP,"45.48 319.89 315.87 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 320.00300.00 320.00 320.00"
2014-15,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),266,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","193.81 211.64 200.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 200.00220.00 200.00 200.00"
2014-15,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),266,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","1690.35 3140.62 3000.00 23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 3437.001899.83 3437.00 3437.00"
2014-15,DEPT371,DEPT TOTAL,266,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 4555.253033.20 378","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 4555.253033.20 3785.70 2533.68 4121.53 4555.25 4555.25"
2014-15,10301,"VEHICLE TAX (rev inc, dept 381)",266,381,"Z:TF4 U,LVM4 O]85FY",3000.08 4230.93 5000.00 10301 JFCG 8[Ù 6000.004850.00 6000.00 6000.00
2014-15,13423,ROAD CUT RESTORATION CHARGES (rev inc),266,381,"Z:TF4 U,LVM4 O]85FY",830.00 736.90 1000.00 13423 Z:TF S5FT 5]Go :YF5G OL 1200.001200.00 1200.00 1200.00
2014-15,DEPT381,DEPT TOTAL,266,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 7218.006338.32 4977.26 6071.00 ","381 Z:TF4 U,LVM4 O]85FY G]\  S], 7218.006338.32 4977.26 6071.00 6013.00 7218.00 7218.00"
2014-15,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),271,609,h],"0.25 0.21 0.05 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0.050.05 0.05 0.05"
2014-15,DEPT371,DEPT TOTAL,302,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 8445.545594.52 721","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 8445.545594.52 7217.35 8148.36 7599.34 8545.54 8545.54"
2014-15,38401,ROADS STREETS AND PAVEMENTS (rev exp),302,381,"Z:TF4 U,LVM4 O]85FY","572.49 690.51 700.00 38401 Z:TF U,LVM TYF O}85FY 780.00635.00 780.00 780.00"
2014-15,38407,FOOT-PATH PAVEMENTS (rev exp),302,381,"Z:TF4 U,LVM4 O]85FY",44.73 68.94 111.00 38407 O}85FY s5[JD[g8f 161.0077.00 161.00 161.00
2014-15,38413,POLE PAVEMENTS (rev exp),302,381,"Z:TF4 U,LVM4 O]85FY",16.04 26.47 39.50 38413 5M/ 5[JD[g8 71.5034.50 71.50 71.50
2014-15,DEPT381,DEPT TOTAL,302,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 3409.872682.49 2938.35 3381.46 ","381 Z:TF4 U,LVM4 O]85FY G]\  S], 3409.872682.49 2938.35 3381.46 3132.11 3443.87 3443.87"
2014-15,DEPT371,DEPT TOTAL,335,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 22731.262920.95 29","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 22731.262920.95 2928.81 12176.46 7155.02 27781.26 27781.26"
2014-15,64401,ROADS AND STREETS RESURFACING (capex),335,381,"Z:TF4 U,LVM4 O]85FY","327.85 52.01 70.17 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 0.00400.00 200.00 200.00"
2014-15,64406,ROADS AND STREETS - GENERAL (capex),335,381,"Z:TF4 U,LVM4 O]85FY","616.20 1634.18 2621.60 64406 Z:TF4 U,L4 HGZ, 3000.007165.00 3900.00 3900.00"
2014-15,64414,TRAFFIC CONTROL BLOCK (capex),335,381,"Z:TF4 U,LVM4 O]85FY","87.46 123.78 300.80 64414 8=FOLS Sg8=M, a,MÉ; 400.00100.00 400.00 400.00"
2014-15,64452,70:20:10 SCHEME ROAD IN SOC (capex),335,381,"Z:TF4 U,LVM4 O]85FY","0.00 12213.57 10300.00 64452 *_oZ_o!_ IMHGF C[9/ ;M;FI8LVMDF\  ZM0GL ;]lJWF VF5JF VT\U""T"
2014-15,DEPT381,DEPT TOTAL,335,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 9500.001108.98 14326.69 10023.0","381 Z:TF4 U,LVM4 O]85FY G]\  S], 9500.001108.98 14326.69 10023.00 14887.57 10850.00 10850.00"
2014-15,64402,OTHER BRIDGES (capex),336,382,"5],M","392.41 141.71 1049.19 64402 VgI 5], 4000.007500.00 4000.00 4000.00"
2014-15,DEPT382,DEPT TOTAL,336,382,"5],M G]\  S], 4000.00392.41 141.71 7500.00 1049.19 4200.00 4","382 5],M G]\  S], 4000.00392.41 141.71 7500.00 1049.19 4200.00 4200.00"
2014-15,64401,ROADS AND STREETS RESURFACING (capex),340,962,"hMG, S[5L8, JS"";","5924.10 8168.52 5786.79 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 8940.8911498.19 8940.89 8940.89"
2014-15,64406,ROADS AND STREETS - GENERAL (capex),340,962,"hMG, S[5L8, JS"";","3006.32 4153.83 3213.75 64406 Z:TF4 U,L4 HGZ, 4312.005103.86 5587.00 5587.00"
2014-15,64407,FOOTPATH AND PAVEMENTS (capex),340,962,"hMG, S[5L8, JS"";",987.38 1348.22 1888.36 64407 O]85FY4 5[JD[g8 2894.672348.70 2894.67 2894.67
2014-15,64414,TRAFFIC CONTROL BLOCK (capex),340,962,"hMG, S[5L8, JS"";","0.00 0.00 4.34 64414 8=FOLS Sg8=M, a,MÉ; 0.005.00 0.00 0.00"
2014-15,DEPT962,DEPT TOTAL,341,962,"hMG, S[5L8, JS""; G]\  S], 32000.0017705.43 23645.25 37700.00","962 hMG, S[5L8, JS""; G]\  S], 32000.0017705.43 23645.25 37700.00 23600.00 35930.00 35930.00"
